battery,discharge_cycle,capacity_ah,margin_to_1_4_ah
B0005,59,1.700311027264,0.300311027264
B0005,60,1.69457986018,0.29457986018
B0005,61,1.684902908661,0.284902908661
B0005,62,1.674474159116,0.274474159116
B0005,63,1.674569247988,0.274569247988
B0005,64,1.663716375981,0.263716375981
B0005,65,1.659013868748,0.259013868748
B0005,66,1.653854057334,0.253854057334
B0005,67,1.64265378213,0.24265378213
B0005,68,1.637857843022,0.237857843022
B0005,69,1.63273504071,0.23273504071
B0005,70,1.627752891553,0.227752891553
B0005,71,1.622125485521,0.222125485521
B0005,72,1.611325660377,0.211325660377
B0005,73,1.606563139749,0.206563139749
B0005,74,1.601514223392,0.201514223392
B0005,75,1.5903692314,0.1903692314
B0005,76,1.585788996824,0.185788996824
B0005,77,1.584943070737,0.184943070737
B0005,78,1.59552638925,0.19552638925
B0005,79,1.57473017478,0.17473017478
B0005,80,1.564901995094,0.164901995094
B0005,81,1.559765947337,0.159765947337
B0005,82,1.559481566818,0.159481566818
B0005,83,1.554689353591,0.154689353591
B0005,84,1.548874107989,0.148874107989
B0005,85,1.538236598943,0.138236598943
B0005,86,1.527914258251,0.127914258251
B0005,87,1.528525262976,0.128525262976
B0005,88,1.522647325284,0.122647325284
B0005,89,1.517485993849,0.117485993849
B0005,90,1.605818899131,0.205818899131
B0005,91,1.563849144674,0.163849144674
B0005,92,1.548091524777,0.148091524777
B0005,93,1.532375563187,0.132375563187
B0005,94,1.526952826849,0.126952826849
B0005,95,1.516957301714,0.116957301714
B0005,96,1.511897596014,0.111897596014
B0005,97,1.506563896068,0.106563896068
B0005,98,1.501545352667,0.101545352667
B0005,99,1.49084440504,0.09084440504
B0005,100,1.485868384561,0.085868384561
B0005,101,1.480413677976,0.080413677976
B0005,102,1.475209586903,0.075209586903
B0005,103,1.48590359883,0.08590359883
B0005,104,1.496091829814,0.096091829814
B0005,105,1.480800594693,0.080800594693
B0005,106,1.469754326847,0.069754326847
B0005,107,1.453901227485,0.053901227485
B0005,108,1.454146206724,0.054146206724
B0005,109,1.455023751907,0.055023751907
B0005,110,1.449042163761,0.049042163761
B0005,111,1.438670937148,0.038670937148
B0005,112,1.433445432157,0.033445432157
B0005,113,1.433395890084,0.033395890084
B0005,114,1.428064873448,0.028064873448
B0005,115,1.422920318174,0.022920318174
B0005,116,1.417429032731,0.017429032731
B0005,117,1.412409228794,0.012409228794
B0005,118,1.41257879294,0.01257879294
B0005,119,1.407598373147,0.007598373147
B0005,120,1.433392048522,0.033392048522
B0005,121,1.438255017679,0.038255017679
B0005,122,1.417354717449,0.017354717449
B0005,123,1.406981663678,0.006981663678
B0005,124,1.401203778359,0.001203778359
B0005,125,1.396700823273,-0.003299176727
B0005,126,1.391284788853,-0.008715211147
B0005,127,1.386228767798,-0.013771232202
B0005,128,1.380436676197,-0.019563323803
B0005,129,1.375236415026,-0.024763584974
B0005,130,1.37051280249,-0.02948719751
B0005,131,1.370508556627,-0.029491443373
B0005,132,1.364735510868,-0.035264489132
B0005,133,1.375392016896,-0.024607983104
B0005,134,1.386111515154,-0.013888484846
B0005,135,1.369850003584,-0.030149996416
B0005,136,1.364782794926,-0.035217205074
B0005,137,1.354322046626,-0.045677953374
B0005,138,1.354641701838,-0.045358298162
B0005,139,1.354703921319,-0.045296078681
B0005,140,1.349314997503,-0.050685002497
B0005,141,1.344189193797,-0.055810806203
B0005,142,1.33899137907,-0.06100862093
B0005,143,1.338914523021,-0.061085476979
B0005,144,1.334006675976,-0.065993324024
B0005,145,1.328644430917,-0.071355569083
B0005,146,1.323170899228,-0.076829100772
B0005,147,1.318169158845,-0.081830841155
B0005,148,1.318466443664,-0.081533556336
B0005,149,1.318293040103,-0.081706959897
B0005,150,1.323872422244,-0.076127577756
B0005,151,1.360121676655,-0.039878323345
B0005,152,1.339530686795,-0.060469313205
B0005,153,1.329028656512,-0.070971343488
B0005,154,1.3236741275,-0.0763258725
B0005,155,1.318633896753,-0.081366103247
B0005,156,1.313475132132,-0.086524867868
B0005,157,1.313202063444,-0.086797936556
B0005,158,1.307795994694,-0.092204005306
B0005,159,1.303032918641,-0.096967081359
B0005,160,1.303357355904,-0.096642644096
B0005,161,1.303410043866,-0.096589956134
B0005,162,1.29788708065,-0.10211291935
B0005,163,1.298073505692,-0.101926494308
B0005,164,1.293463613844,-0.106536386156
B0005,165,1.288003392619,-0.111996607381
B0005,166,1.287452522138,-0.112547477862
B0005,167,1.309015364231,-0.090984635769
B0005,168,1.325079328643,-0.074920671357
B0006,1,2.035337591006,0.635337591006
B0006,2,2.025140246031,0.625140246031
B0006,3,2.013326371345,0.613326371345
B0006,4,2.013284665541,0.613284665541
B0006,5,2.000528337625,0.600528337625
B0006,6,2.013899075993,0.613899075993
B0006,7,2.013101105627,0.613101105627
B0006,8,1.968789826273,0.568789826273
B0006,9,1.968166176433,0.568166176433
B0006,10,1.957230791756,0.557230791756
B0006,11,1.945599151413,0.545599151413
B0006,12,1.934750504484,0.534750504484
B0006,13,1.923279953937,0.523279953937
B0006,14,1.911889930948,0.511889930948
B0006,15,1.901066714198,0.501066714198
B0006,16,1.889198994806,0.489198994806
B0006,17,1.878278372249,0.478278372249
B0006,18,1.867569716152,0.467569716152
B0006,19,1.867589257445,0.467589257445
B0006,20,1.979626548251,0.579626548251
B0006,21,1.957549908088,0.557549908088
B0006,22,1.945815017079,0.545815017079
B0006,23,1.924246112168,0.524246112168
B0006,24,1.945981133142,0.545981133142
B0006,25,1.901407930553,0.501407930553
B0006,26,1.87867421368,0.47867421368
B0006,27,1.868306132826,0.468306132826
B0006,28,1.856024407008,0.456024407008
B0006,29,1.845199796186,0.445199796186
B0006,30,1.857228890885,0.457228890885
B0006,31,1.924776088909,0.524776088909
B0006,32,1.882231752609,0.482231752609
B0006,33,1.855276687886,0.455276687886
B0006,34,1.839250891718,0.439250891718
B0006,35,1.818539607399,0.418539607399
B0006,36,1.813477005957,0.413477005957
B0006,37,1.797101845031,0.397101845031
B0006,38,1.781004629412,0.381004629412
B0006,39,1.771013042268,0.371013042268
B0006,40,1.760471244817,0.360471244817
B0006,41,1.750291378801,0.350291378801
B0006,42,1.739492503773,0.339492503773
B0006,43,1.754676655364,0.354676655364
B0006,44,1.765939094184,0.365939094184
B0006,45,1.733788741962,0.333788741962
B0006,46,1.713325912041,0.313325912041
B0006,47,1.702407781367,0.302407781367
B0006,48,1.823719461782,0.423719461782
B0006,49,1.808128405031,0.408128405031
B0006,50,1.775761094503,0.375761094503
B0006,51,1.744740984184,0.344740984184
B0006,52,1.729207034132,0.329207034132
B0006,53,1.708108655255,0.308108655255
B0006,54,1.697595423746,0.297595423746
B0006,55,1.682063452403,0.282063452403
B0006,56,1.67147683223,0.27147683223
B0006,57,1.660759138705,0.260759138705
B0006,58,1.651121015038,0.251121015038
B0006,59,1.640134925619,0.240134925619
B0006,60,1.629199941617,0.229199941617
B0006,61,1.608849630296,0.208849630296
B0006,62,1.603524489897,0.203524489897
B0006,63,1.598971214403,0.198971214403
B0006,64,1.587627312358,0.187627312358
B0006,65,1.582971974469,0.182971974469
B0006,66,1.567137636714,0.167137636714
B0006,67,1.561344613971,0.161344613971
B0006,68,1.551171189279,0.151171189279
B0006,69,1.54067416063,0.14067416063
B0006,70,1.525313874462,0.125313874462
B0006,71,1.530157031807,0.130157031807
B0006,72,1.524656683447,0.124656683447
B0006,73,1.514549298666,0.114549298666
B0006,74,1.509391504602,0.109391504602
B0006,75,1.503997433305,0.103997433305
B0006,76,1.493520191804,0.093520191804
B0006,77,1.48763230245,0.08763230245
B0006,78,1.53028762144,0.13028762144
B0006,79,1.504076008836,0.104076008836
B0006,80,1.488759360873,0.088759360873
B0006,81,1.478277928555,0.078277928555
B0006,82,1.478459982216,0.078459982216
B0006,83,1.4732148449,0.0732148449
B0006,84,1.467516493507,0.067516493507
B0006,85,1.451629265752,0.051629265752
B0006,86,1.451923772097,0.051923772097
B0006,87,1.447148469478,0.047148469478
B0006,88,1.446853810566,0.046853810566
B0006,89,1.441674193028,0.041674193028
B0006,90,1.59358665931,0.19358665931
B0006,91,1.546390237692,0.146390237692
B0006,92,1.514705591757,0.114705591757
B0006,93,1.498978608334,0.098978608334
B0006,94,1.483111074541,0.083111074541
B0006,95,1.472966482547,0.072966482547
B0006,96,1.46276043961,0.06276043961
B0006,97,1.451836468106,0.051836468106
B0006,98,1.446867064403,0.046867064403
B0006,99,1.441380399428,0.041380399428
B0006,100,1.431210744961,0.031210744961
B0006,101,1.426024717953,0.026024717953
B0006,102,1.420487649966,0.020487649966
B0006,103,1.420700623036,0.020700623036
B0006,104,1.452255804331,0.052255804331
B0006,105,1.431557632773,0.031557632773
B0006,106,1.415015751159,0.015015751159
B0006,107,1.409731150652,0.009731150652
B0006,108,1.404917318129,0.004917318129
B0006,109,1.395164296572,-0.004835703428
B0006,110,1.394534383261,-0.005465616739
B0006,111,1.389317117931,-0.010682882069
B0006,112,1.383837947233,-0.016162052767
B0006,113,1.37368142382,-0.02631857618
B0006,114,1.378605989186,-0.021394010814
B0006,115,1.373760029911,-0.026239970089
B0006,116,1.368258058394,-0.031741941606
B0006,117,1.363302403732,-0.036697596268
B0006,118,1.358096614017,-0.041903385983
B0006,119,1.353269091,-0.046730909
B0006,120,1.384160573824,-0.015839426176
B0006,121,1.405146779065,0.005146779065
B0006,122,1.378719022627,-0.021280977373
B0006,123,1.36826577832,-0.03173422168
B0006,124,1.357315129662,-0.042684870338
B0006,125,1.35249346388,-0.04750653612
B0006,126,1.347409915166,-0.052590084834
B0006,127,1.337007513084,-0.062992486916
B0006,128,1.331235296672,-0.068764703328
B0006,129,1.325930378173,-0.074069621827
B0006,130,1.321578743868,-0.078421256132
B0006,131,1.321225074066,-0.078774925934
B0006,132,1.315648530186,-0.084351469814
B0006,133,1.32090256975,-0.07909743025
B0006,134,1.347432876727,-0.052567123273
B0006,135,1.326012807235,-0.073987192765
B0006,136,1.310118678483,-0.089881321517
B0006,137,1.305216202294,-0.094783797706
B0006,138,1.300406195136,-0.099593804864
B0006,139,1.300235735841,-0.099764264159
B0006,140,1.289506672248,-0.110493327752
B0006,141,1.279253057385,-0.120746942615
B0006,142,1.279207817171,-0.120792182829
B0006,143,1.274036760903,-0.125963239097
B0006,144,1.2741273923,-0.1258726077
B0006,145,1.263763942644,-0.136236057356
B0006,146,1.258137368896,-0.141862631104
B0006,147,1.253259864055,-0.146740135945
B0006,148,1.253231331549,-0.146768668451
B0006,149,1.248087496031,-0.151912503969
B0006,150,1.253435428494,-0.146564571506
B0006,151,1.289804877327,-0.110195122673
B0006,152,1.263540202176,-0.136459797824
B0006,153,1.247976170684,-0.152023829316
B0006,154,1.232120287794,-0.167879712206
B0006,155,1.227113766621,-0.172886233379
B0006,156,1.221739758138,-0.178260241862
B0006,157,1.211102678915,-0.188897321085
B0006,158,1.205615976513,-0.194384023487
B0006,159,1.200893626272,-0.199106373728
B0006,160,1.190590398556,-0.209409601444
B0006,161,1.185179251042,-0.214820748958
B0006,162,1.179670681814,-0.220329318186
B0006,163,1.174595283675,-0.225404716325
B0006,164,1.153818331596,-0.246181668404
B0006,165,1.164400955737,-0.235599044263
B0006,166,1.158797494792,-0.241202505208
B0006,167,1.174974883477,-0.225025116523
B0006,168,1.185675232793,-0.214324767207
B0007,1,1.891052295391,0.491052295391
B0007,2,1.880637027687,0.480637027687
B0007,3,1.880662671701,0.480662671701
B0007,4,1.880770900983,0.480770900983
B0007,5,1.879450872829,0.479450872829
B0007,6,1.880700351712,0.480700351712
B0007,7,1.879935252357,0.479935252357
B0007,8,1.881508812404,0.481508812404
B0007,9,1.869690787039,0.469690787039
B0007,10,1.870052380139,0.470052380139
B0007,11,1.870044239419,0.470044239419
B0007,12,1.859651898777,0.459651898777
B0007,13,1.859074656086,0.459074656086
B0007,14,1.859008457771,0.459008457771
B0007,15,1.859362258696,0.459362258696
B0007,16,1.85873554506,0.45873554506
B0007,17,1.847817291322,0.447817291322
B0007,18,1.848525291614,0.448525291614
B0007,19,1.84837895185,0.44837895185
B0007,20,1.880780543761,0.480780543761
B0007,21,1.881472159744,0.481472159744
B0007,22,1.881095431324,0.481095431324
B0007,23,1.871008964978,0.471008964978
B0007,24,1.870199515194,0.470199515194
B0007,25,1.87067153628,0.47067153628
B0007,26,1.859612464402,0.459612464402
B0007,27,1.860033909718,0.460033909718
B0007,28,1.859165310916,0.459165310916
B0007,29,1.848139817878,0.448139817878
B0007,30,1.849201702126,0.449201702126
B0007,31,1.883467743795,0.483467743795
B0007,32,1.862821111791,0.462821111791
B0007,33,1.852085039652,0.452085039652
B0007,34,1.846950464821,0.446950464821
B0007,35,1.836828431169,0.436828431169
B0007,36,1.837161961967,0.437161961967
B0007,37,1.831672258372,0.431672258372
B0007,38,1.821147095132,0.421147095132
B0007,39,1.816506091512,0.416506091512
B0007,40,1.81138156015,0.41138156015
B0007,41,1.811605633394,0.411605633394
B0007,42,1.806054895556,0.406054895556
B0007,43,1.813204182699,0.413204182699
B0007,44,1.806264193828,0.406264193828
B0007,45,1.79583102499,0.39583102499
B0007,46,1.785885260039,0.385885260039
B0007,47,1.78032686045,0.38032686045
B0007,48,1.815075689958,0.415075689958
B0007,49,1.815702515485,0.415702515485
B0007,50,1.800243217806,0.400243217806
B0007,51,1.790447620561,0.390447620561
B0007,52,1.7803430323,0.3803430323
B0007,53,1.775328769597,0.375328769597
B0007,54,1.770262973473,0.370262973473
B0007,55,1.760081061854,0.360081061854
B0007,56,1.749647593538,0.349647593538
B0007,57,1.749650075059,0.349650075059
B0007,58,1.745028739215,0.345028739215
B0007,59,1.739645745529,0.339645745529
B0007,60,1.728564227772,0.328564227772
B0007,61,1.723900324588,0.323900324588
B0007,62,1.713978877649,0.313978877649
B0007,63,1.7139701997,0.3139701997
B0007,64,1.703652117364,0.303652117364
B0007,65,1.704013747438,0.304013747438
B0007,66,1.693571615734,0.293571615734
B0007,67,1.687657736388,0.287657736388
B0007,68,1.683074435658,0.283074435658
B0007,69,1.677927014203,0.277927014203
B0007,70,1.673206027597,0.273206027597
B0007,71,1.667436720825,0.267436720825
B0007,72,1.662266263067,0.262266263067
B0007,73,1.657424306576,0.257424306576
B0007,74,1.652538684929,0.252538684929
B0007,75,1.647217462757,0.247217462757
B0007,76,1.63641368109,0.23641368109
B0007,77,1.636255431205,0.236255431205
B0007,78,1.641119179218,0.241119179218
B0007,79,1.631570078966,0.231570078966
B0007,80,1.621213282987,0.221213282987
B0007,81,1.616427321476,0.216427321476
B0007,82,1.615823510162,0.215823510162
B0007,83,1.616724180298,0.216724180298
B0007,84,1.610865586373,0.210865586373
B0007,85,1.600660337431,0.200660337431
B0007,86,1.595917448701,0.195917448701
B0007,87,1.596217951946,0.196217951946
B0007,88,1.595806511463,0.195806511463
B0007,89,1.590650782148,0.190650782148
B0007,90,1.688821116186,0.288821116186
B0007,91,1.625993827973,0.225993827973
B0007,92,1.615743386281,0.215743386281
B0007,93,1.605662676485,0.205662676485
B0007,94,1.594974692152,0.194974692152
B0007,95,1.590410243887,0.190410243887
B0007,96,1.585351706299,0.185351706299
B0007,97,1.579973714724,0.179973714724
B0007,98,1.575218546528,0.175218546528
B0007,99,1.569798484649,0.169798484649
B0007,100,1.570256537595,0.170256537595
B0007,101,1.565249873909,0.165249873909
B0007,102,1.559633933561,0.159633933561
B0007,103,1.564982053339,0.164982053339
B0007,104,1.574979499842,0.174979499842
B0007,105,1.565281116878,0.165281116878
B0007,106,1.55975549747,0.15975549747
B0007,107,1.54989768567,0.14989768567
B0007,108,1.543877153135,0.143877153135
B0007,109,1.545018748869,0.145018748869
B0007,110,1.54459401541,0.14459401541
B0007,111,1.534308672176,0.134308672176
B0007,112,1.528760394296,0.128760394296
B0007,113,1.528926024918,0.128926024918
B0007,114,1.529091650133,0.129091650133
B0007,115,1.523905932466,0.123905932466
B0007,116,1.51866754191,0.11866754191
B0007,117,1.513648226643,0.113648226643
B0007,118,1.513605018523,0.113605018523
B0007,119,1.513947061487,0.113947061487
B0007,120,1.533959919316,0.133959919316
B0007,121,1.539137279865,0.139137279865
B0007,122,1.523624797284,0.123624797284
B0007,123,1.513581303559,0.113581303559
B0007,124,1.507785074985,0.107785074985
B0007,125,1.503196067604,0.103196067604
B0007,126,1.4978220597,0.0978220597
B0007,127,1.492848534634,0.092848534634
B0007,128,1.492414389867,0.092414389867
B0007,129,1.487482776538,0.087482776538
B0007,130,1.48253514864,0.08253514864
B0007,131,1.482787432223,0.082787432223
B0007,132,1.476971179775,0.076971179775
B0007,133,1.481901555414,0.081901555414
B0007,134,1.498136619887,0.098136619887
B0007,135,1.482077521439,0.082077521439
B0007,136,1.477115531281,0.077115531281
B0007,137,1.472077278306,0.072077278306
B0007,138,1.472248013656,0.072248013656
B0007,139,1.467010667227,0.067010667227
B0007,140,1.461767249534,0.061767249534
B0007,141,1.456695267049,0.056695267049
B0007,142,1.451354972759,0.051354972759
B0007,143,1.451615926257,0.051615926257
B0007,144,1.446816133217,0.046816133217
B0007,145,1.446757060777,0.046757060777
B0007,146,1.441379748145,0.041379748145
B0007,147,1.436245625221,0.036245625221
B0007,148,1.436815415392,0.036815415392
B0007,149,1.436294514586,0.036294514586
B0007,150,1.441857531588,0.041857531588
B0007,151,1.467206348478,0.067206348478
B0007,152,1.451864036785,0.051864036785
B0007,153,1.447137975275,0.047137975275
B0007,154,1.441790586562,0.041790586562
B0007,155,1.431630947911,0.031630947911
B0007,156,1.431808424967,0.031808424967
B0007,157,1.426256258511,0.026256258511
B0007,158,1.426087752892,0.026087752892
B0007,159,1.421263351003,0.021263351003
B0007,160,1.41632727488,0.01632727488
B0007,161,1.416578182918,0.016578182918
B0007,162,1.410840172943,0.010840172943
B0007,163,1.410994962835,0.010994962835
B0007,164,1.40617142904,0.00617142904
B0007,165,1.406335847969,0.006335847969
B0007,166,1.400455239907,0.000455239907
B0007,167,1.421786504606,0.021786504606
B0007,168,1.432455272063,0.032455272063
B0018,1,1.855004520791,0.455004520791
B0018,2,1.843195531709,0.443195531709
B0018,3,1.839601842436,0.439601842436
B0018,4,1.830673604496,0.430673604496
B0018,5,1.832700206942,0.432700206942
B0018,6,1.828528884605,0.428528884605
B0018,7,1.82120118957,0.42120118957
B0018,8,1.815170010643,0.415170010643
B0018,9,1.804298052097,0.404298052097
B0018,10,1.823100230284,0.423100230284
B0018,11,1.812125352026,0.412125352026
B0018,12,1.804691638212,0.404691638212
B0018,13,1.790844349786,0.390844349786
B0018,14,1.783470722842,0.383470722842
B0018,15,1.780938612531,0.380938612531
B0018,16,1.771209039673,0.371209039673
B0018,17,1.768630399671,0.368630399671
B0018,18,1.753630480192,0.353630480192
B0018,19,1.746219741642,0.346219741642
B0018,20,1.737664733705,0.337664733705
B0018,21,1.731516673548,0.331516673548
B0018,22,1.708594989447,0.308594989447
B0018,23,1.711469957068,0.311469957068
B0018,24,1.707502137327,0.307502137327
B0018,25,1.749238206436,0.349238206436
B0018,26,1.732769714743,0.332769714743
B0018,27,1.722231332829,0.322231332829
B0018,28,1.711846298985,0.311846298985
B0018,29,1.699267835127,0.299267835127
B0018,30,1.694036643924,0.294036643924
B0018,31,1.681902707877,0.281902707877
B0018,32,1.676977061843,0.276977061843
B0018,33,1.665522930648,0.265522930648
B0018,34,1.657192457583,0.257192457583
B0018,35,1.648224155529,0.248224155529
B0018,36,1.638770149799,0.238770149799
B0018,37,1.627648690726,0.227648690726
B0018,38,1.622153702273,0.222153702273
B0018,39,1.614006651047,0.214006651047
B0018,40,1.676051615442,0.276051615442
B0018,41,1.649300642552,0.249300642552
B0018,42,1.632382991858,0.232382991858
B0018,43,1.616415971903,0.216415971903
B0018,44,1.610902837825,0.210902837825
B0018,45,1.59546386937,0.19546386937
B0018,46,1.726707440086,0.326707440086
B0018,47,1.716567391743,0.316567391743
B0018,48,1.695823557093,0.295823557093
B0018,49,1.677778319079,0.277778319079
B0018,50,1.660658689777,0.260658689777
B0018,51,1.666410927483,0.266410927483
B0018,52,1.646833617441,0.246833617441
B0018,53,1.625763992878,0.225763992878
B0018,54,1.612157741187,0.212157741187
B0018,55,1.605736682376,0.205736682376
B0018,56,1.67364531488,0.27364531488
B0018,57,1.640434857235,0.240434857235
B0018,58,1.613265331742,0.213265331742
B0018,59,1.592096432469,0.192096432469
B0018,60,1.58660118207,0.18660118207
B0018,61,1.580076649034,0.180076649034
B0018,62,1.564173295329,0.164173295329
B0018,63,1.555618272194,0.155618272194
B0018,64,1.540204527864,0.140204527864
B0018,65,1.532161301596,0.132161301596
B0018,66,1.531623240369,0.131623240369
B0018,67,1.522259595077,0.122259595077
B0018,68,1.506526712685,0.106526712685
B0018,69,1.501421955653,0.101421955653
B0018,70,1.496353411749,0.096353411749
B0018,71,1.533426200031,0.133426200031
B0018,72,1.523845267514,0.123845267514
B0018,73,1.501192099426,0.101192099426
B0018,74,1.49241767145,0.09241767145
B0018,75,1.48332385194,0.08332385194
B0018,76,1.480737679229,0.080737679229
B0018,77,1.47350778099,0.07350778099
B0018,78,1.468019285267,0.068019285267
B0018,79,1.458092355712,0.058092355712
B0018,80,1.447866098889,0.047866098889
B0018,81,1.452780877754,0.052780877754
B0018,82,1.442535636449,0.042535636449
B0018,83,1.43927128772,0.03927128772
B0018,84,1.428647568189,0.028647568189
B0018,85,1.424902675,0.024902675
B0018,86,1.469811532452,0.069811532452
B0018,87,1.452581965105,0.052581965105
B0018,88,1.442834198909,0.042834198909
B0018,89,1.428376058808,0.028376058808
B0018,90,1.415454784437,0.015454784437
B0018,91,1.454576670078,0.054576670078
B0018,92,1.428317954827,0.028317954827
B0018,93,1.41970268832,0.01970268832
B0018,94,1.415560663031,0.015560663031
B0018,95,1.405680035419,0.005680035419
B0018,96,1.408446107117,0.008446107117
B0018,97,1.396854778287,-0.003145221713
B0018,98,1.393567037144,-0.006432962856
B0018,99,1.389364429281,-0.010635570719
B0018,100,1.378565141567,-0.021434858433
B0018,101,1.384901110086,-0.015098889914
B0018,102,1.370325181424,-0.029674818576
B0018,103,1.373346438523,-0.026653561477
B0018,104,1.36794872855,-0.03205127145
B0018,105,1.356714108709,-0.043285891291
B0018,106,1.460431020919,0.060431020919
B0018,107,1.45009989371,0.05009989371
B0018,108,1.438140690182,0.038140690182
B0018,109,1.428368198096,0.028368198096
B0018,110,1.414787451755,0.014787451755
B0018,111,1.413889163393,0.013889163393
B0018,112,1.398933166218,-0.001066833782
B0018,113,1.395332258403,-0.004667741597
B0018,114,1.39004612954,-0.00995387046
B0018,115,1.386027145421,-0.013972854579
B0018,116,1.388215260194,-0.011784739806
B0018,117,1.376182656239,-0.023817343761
B0018,118,1.364716889864,-0.035283110136
B0018,119,1.358985473937,-0.041014526063
B0018,120,1.346230876401,-0.053769123599
B0018,121,1.426842781845,0.026842781845
B0018,122,1.406448148328,0.006448148328
B0018,123,1.393490749208,-0.006509250792
B0018,124,1.388249351225,-0.011750648775
B0018,125,1.370187833842,-0.029812166158
B0018,126,1.379695166561,-0.020304833439
B0018,127,1.368658632394,-0.031341367606
B0018,128,1.36273717791,-0.03726282209
B0018,129,1.363405113393,-0.036594886607
B0018,130,1.351864603531,-0.048135396469
B0018,131,1.354796972965,-0.045203027035
B0018,132,1.34105144064,-0.05894855936
